timestamp,city,pm25,pm10,no,no2,so2,nh3,co,o3,hour,day_of_week,month,season,city_season,is_weekend,pm25_24h_avg,pm10_24h_avg,aqi_category,split,is_anomaly,source_label,source_confidence,pollutant_signature
2022-09-29 17:00:00,Islamabad,205.49,251.57,253.92,205.64,36.24,96.26,10360.72,0.0,17,3,9,Summer,Islamabad_Summer,0,126.18166666666669,156.01625,Hazardous,train,1,mixed,0.421,High SO₂ (2.0σ); High NH₃ (3.1σ) + CO (3.5σ); High NO (4.3σ) + NO₂ (2.4σ)
2022-09-29 18:00:00,Islamabad,212.68,258.72,236.03,202.89,36.72,106.39,10040.28,0.0,18,3,9,Summer,Islamabad_Summer,0,128.13208333333333,158.25416666666666,Hazardous,train,1,mixed,0.445,High SO₂ (2.0σ); High NH₃ (3.5σ) + CO (3.4σ); High NO (4.0σ) + NO₂ (2.4σ)
2022-09-29 19:00:00,Islamabad,202.64,244.69,202.06,189.19,33.86,108.42,8972.17,0.0,19,3,9,Summer,Islamabad_Summer,0,129.57583333333332,159.76625,Hazardous,train,1,mixed,0.366,High SO₂ (1.7σ); High NH₃ (3.6σ) + CO (2.9σ); High NO (3.3σ) + NO₂ (2.1σ)
2022-09-29 22:00:00,Islamabad,180.79,217.31,128.75,154.91,29.8,111.46,6675.72,0.0,22,3,9,Summer,Islamabad_Summer,0,133.33375,163.48208333333335,Hazardous,train,1,mixed,0.203,High SO₂ (1.4σ); High NH₃ (3.7σ) + CO (1.9σ); High NO (1.9σ) + NO₂ (1.6σ)
2022-09-29 23:00:00,Islamabad,172.54,208.74,101.92,138.46,28.13,109.43,5767.82,0.0,23,3,9,Summer,Islamabad_Summer,0,134.69750000000002,164.97541666666666,Hazardous,train,1,mixed,0.177,High NH₃ (3.7σ) + CO (1.5σ); High NO (1.4σ) + NO₂ (1.3σ)
2022-09-30 00:00:00,Islamabad,166.24,202.98,76.0,120.64,25.99,106.39,4913.33,0.0,0,4,9,Summer,Islamabad_Summer,0,135.8725,166.32583333333332,Hazardous,train,1,general_smog,0.389,Fine-particle smog (PM10/PM2.5=1.2); PM2.5=166 µg/m³
2022-09-30 01:00:00,Islamabad,153.59,190.59,50.96,98.71,20.98,94.23,3898.62,0.0,1,4,9,Summer,Islamabad_Summer,0,136.56833333333333,167.1925,Hazardous,train,1,general_smog,0.38,Fine-particle smog (PM10/PM2.5=1.2); PM2.5=154 µg/m³
2022-09-30 02:00:00,Islamabad,150.46,188.3,68.84,85.68,18.6,85.12,4005.43,0.26,2,4,9,Summer,Islamabad_Summer,0,136.70041666666663,167.41791666666668,Hazardous,train,1,general_smog,0.374,Fine-particle smog (PM10/PM2.5=1.3); PM2.5=150 µg/m³
2022-09-30 03:00:00,Islamabad,156.99,195.67,126.96,91.85,19.31,72.96,5393.98,2.84,3,4,9,Summer,Islamabad_Summer,0,136.03,166.74666666666664,Hazardous,train,1,crop_burning,0.047,High NH₃ (2.2σ) + CO (1.3σ)
2022-09-30 04:00:00,Islamabad,148.12,182.88,102.82,122.01,17.88,48.64,5287.17,14.84,4,4,9,Summer,Islamabad_Summer,0,137.70041666666663,168.99375,Unhealthy,train,1,general_smog,0.383,Fine-particle smog (PM10/PM2.5=1.2); PM2.5=148 µg/m³
2022-09-30 05:00:00,Islamabad,145.15,177.68,54.09,143.95,17.64,34.45,4699.71,52.93,5,4,9,Summer,Islamabad_Summer,0,139.1025,170.93291666666667,Unhealthy,train,1,general_smog,0.388,Fine-particle smog (PM10/PM2.5=1.2); PM2.5=145 µg/m³
2022-09-30 06:00:00,Islamabad,151.49,181.94,21.23,128.87,19.07,27.61,4005.43,145.91,6,4,9,Summer,Islamabad_Summer,0,140.08916666666667,172.38833333333332,Hazardous,train,1,general_smog,0.399,Fine-particle smog (PM10/PM2.5=1.2); PM2.5=151 µg/m³
2022-09-30 16:00:00,Islamabad,191.88,243.59,219.94,213.86,35.29,78.02,9719.85,0.0,16,4,9,Summer,Islamabad_Summer,0,143.465,179.88625000000002,Hazardous,train,1,mixed,0.356,High SO₂ (1.9σ); High NH₃ (2.4σ) + CO (3.3σ); High NO (3.7σ) + NO₂ (2.6σ)
2022-09-30 17:00:00,Islamabad,211.14,268.12,223.52,227.57,38.62,93.22,10147.09,0.0,17,4,9,Summer,Islamabad_Summer,0,143.70041666666663,180.5758333333333,Hazardous,train,1,mixed,0.453,High SO₂ (2.2σ); High NH₃ (3.0σ) + CO (3.4σ); High NO (3.8σ) + NO₂ (2.8σ)
2022-09-30 18:00:00,Islamabad,217.66,276.98,216.36,219.35,38.15,102.34,9826.66,0.0,18,4,9,Summer,Islamabad_Summer,0,143.9079166666667,181.33666666666667,Hazardous,train,1,mixed,0.464,High SO₂ (2.1σ); High NH₃ (3.4σ) + CO (3.3σ); High NO (3.6σ) + NO₂ (2.6σ)
2022-09-30 19:00:00,Islamabad,214.46,272.09,212.79,205.64,36.24,106.39,9399.41,0.0,19,4,9,Summer,Islamabad_Summer,0,144.40041666666667,182.47833333333327,Hazardous,train,1,mixed,0.415,High SO₂ (2.0σ); High NH₃ (3.5σ) + CO (3.1σ); High NO (3.5σ) + NO₂ (2.4σ)
2022-09-30 20:00:00,Islamabad,197.9,252.0,175.24,186.44,31.47,102.34,8224.49,0.0,20,4,9,Summer,Islamabad_Summer,0,144.6475,183.3725,Hazardous,train,1,mixed,0.307,High SO₂ (1.5σ); High NH₃ (3.4σ) + CO (2.6σ); High NO (2.8σ) + NO₂ (2.1σ)
2022-09-30 21:00:00,Islamabad,170.41,220.92,108.18,156.28,24.08,91.2,6141.66,0.0,21,4,9,Summer,Islamabad_Summer,0,143.92916666666665,183.21166666666667,Hazardous,train,1,mixed,0.207,High NH₃ (2.9σ) + CO (1.7σ); High NO (1.5σ) + NO₂ (1.6σ)
2022-09-30 22:00:00,Islamabad,142.44,188.21,47.83,123.38,17.4,78.02,4112.24,0.0,22,4,9,Summer,Islamabad_Summer,0,142.33124999999998,181.9991666666667,Unhealthy,train,1,general_smog,0.339,Fine-particle smog (PM10/PM2.5=1.3); PM2.5=142 µg/m³
2022-10-05 04:00:00,Islamabad,245.81,313.51,275.37,138.46,40.53,102.34,9719.85,7.51,4,2,10,Autumn,Islamabad_Autumn,0,108.38041666666668,143.62,Hazardous,train,1,mixed,0.252,High SO₂ (1.7σ); High NH₃ (2.4σ) + CO (1.9σ)
2022-10-05 05:00:00,Islamabad,308.75,380.16,275.37,219.35,33.38,70.93,11428.83,17.7,5,2,10,Autumn,Islamabad_Autumn,0,117.41958333333332,154.37416666666667,Hazardous,train,1,mixed,0.191,High NH₃ (1.3σ) + CO (2.4σ); High NO (2.9σ) + NO₂ (1.6σ)
2022-10-05 06:00:00,Islamabad,334.02,397.48,144.84,296.12,24.56,40.53,10253.91,58.65,6,2,10,Autumn,Islamabad_Autumn,0,127.84125,166.2725,Hazardous,train,1,general_smog,0.405,Fine-particle smog (PM10/PM2.5=1.2); PM2.5=334 µg/m³
2022-10-10 17:00:00,Islamabad,341.7,408.48,232.46,298.86,73.43,121.59,12496.95,0.0,17,0,10,Autumn,Islamabad_Autumn,0,161.50791666666666,194.5220833333333,Hazardous,train,1,mixed,0.574,High SO₂ (4.3σ); High NH₃ (3.1σ) + CO (2.8σ); High NO (2.3σ) + NO₂ (2.7σ)
2022-10-10 18:00:00,Islamabad,363.46,434.43,239.61,301.6,76.29,137.81,12817.38,0.0,18,0,10,Autumn,Islamabad_Autumn,0,165.55666666666667,199.3008333333333,Hazardous,train,1,mixed,0.591,High SO₂ (4.5σ); High NH₃ (3.7σ) + CO (2.9σ); High NO (2.4σ) + NO₂ (2.7σ)
2022-10-10 19:00:00,Islamabad,376.31,445.53,250.34,301.6,78.2,149.97,13031.01,0.0,19,0,10,Autumn,Islamabad_Autumn,0,170.13083333333333,204.3770833333333,Hazardous,train,1,mixed,0.609,High SO₂ (4.7σ); High NH₃ (4.1σ) + CO (2.9σ); High NO (2.6σ) + NO₂ (2.7σ)
2022-10-10 20:00:00,Islamabad,363.18,429.26,232.46,293.37,74.39,149.97,12390.14,0.0,20,0,10,Autumn,Islamabad_Autumn,0,175.38833333333332,209.92916666666667,Hazardous,train,1,mixed,0.573,High SO₂ (4.4σ); High NH₃ (4.1σ) + CO (2.7σ); High NO (2.3σ) + NO₂ (2.6σ)
2022-10-10 21:00:00,Islamabad,326.12,389.86,173.45,263.21,62.94,135.78,10360.72,0.0,21,0,10,Autumn,Islamabad_Autumn,0,181.5375,216.54416666666663,Hazardous,train,1,mixed,0.392,High SO₂ (3.5σ); High NH₃ (3.6σ) + CO (2.1σ); High NO (1.5σ) + NO₂ (2.2σ)
2022-10-11 00:00:00,Islamabad,239.86,292.18,53.2,157.65,37.67,108.42,5500.79,0.0,0,1,10,Autumn,Islamabad_Autumn,0,200.5329166666667,238.95375,Hazardous,train,1,industrial,0.092,High SO₂ (1.5σ)
2022-10-11 01:00:00,Islamabad,214.49,265.28,38.0,126.12,31.47,101.33,4432.68,0.0,1,1,10,Autumn,Islamabad_Autumn,0,204.8945833333333,244.3325,Hazardous,train,1,general_smog,0.382,Fine-particle smog (PM10/PM2.5=1.2); PM2.5=214 µg/m³
2022-10-18 03:00:00,Islamabad,241.86,295.35,130.53,127.49,68.66,103.35,6622.31,2.24,3,1,10,Autumn,Islamabad_Autumn,0,189.22833333333327,231.57416666666663,Hazardous,train,1,industrial,0.906,High SO₂ (3.9σ)
2022-10-19 23:00:00,Islamabad,26.01,28.59,0.0,4.33,6.02,3.55,447.27,121.59,23,2,10,Autumn,Islamabad_Autumn,0,67.00333333333334,84.21833333333333,Good,train,1,general_smog,0.45,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=26 µg/m³
2022-10-25 18:00:00,Islamabad,334.26,394.09,307.56,238.54,50.07,124.63,13031.01,0.0,18,1,10,Autumn,Islamabad_Autumn,0,144.61,168.98458333333335,Hazardous,train,1,mixed,0.408,High SO₂ (2.5σ); High NH₃ (3.2σ) + CO (2.9σ); High NO (3.3σ) + NO₂ (1.9σ)
2022-10-31 05:00:00,Islamabad,274.43,327.31,336.17,138.46,25.75,58.26,11215.21,5.36,5,0,10,Autumn,Islamabad_Autumn,0,140.37958333333333,171.84,Hazardous,train,1,general_smog,0.404,Fine-particle smog (PM10/PM2.5=1.2); PM2.5=274 µg/m³
2022-10-31 06:00:00,Islamabad,319.27,370.24,289.68,224.83,24.56,46.61,11962.89,14.13,6,0,10,Autumn,Islamabad_Autumn,0,150.355,183.285,Hazardous,train,1,vehicular,0.166,High NO (3.1σ) + NO₂ (1.7σ)
2022-11-06 23:00:00,Islamabad,36.09,41.24,0.0,18.34,6.38,3.51,921.25,57.22,23,6,11,Winter,Islamabad_Winter,1,55.8825,65.21125,Good,train,1,general_smog,0.429,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=36 µg/m³
2022-11-16 05:00:00,Islamabad,464.71,539.9,361.2,146.69,52.93,119.57,12924.19,5.36,5,2,11,Winter,Islamabad_Winter,0,176.2408333333333,211.48625,Hazardous,train,1,mixed,0.285,High SO₂ (1.7σ); High NH₃ (2.0σ) + CO (2.3σ)
2022-11-16 06:00:00,Islamabad,512.21,585.61,325.44,197.41,40.53,88.16,13458.25,10.91,6,2,11,Winter,Islamabad_Winter,0,195.39,233.1095833333333,Hazardous,train,1,vehicular,0.16,High NO (2.6σ) + NO₂ (1.7σ)
2022-11-19 23:00:00,Islamabad,17.87,23.44,0.0,12.17,3.67,6.46,547.41,60.8,23,5,11,Winter,Islamabad_Winter,1,125.25374999999998,144.76416666666665,Good,train,1,general_smog,0.344,Fine-particle smog (PM10/PM2.5=1.3); PM2.5=18 µg/m³
2022-11-24 15:00:00,Islamabad,561.95,655.86,550.75,309.82,53.41,98.29,21148.68,0.0,15,3,11,Winter,Islamabad_Winter,0,217.28166666666667,256.5570833333333,Hazardous,train,1,mixed,0.368,High SO₂ (1.8σ); High NH₃ (1.4σ) + CO (4.7σ); High NO (4.9σ) + NO₂ (3.6σ)
2022-11-24 16:00:00,Islamabad,574.03,680.94,472.07,290.63,52.45,109.43,19226.07,0.0,16,3,11,Winter,Islamabad_Winter,0,229.9433333333333,271.96958333333333,Hazardous,train,1,mixed,0.357,High SO₂ (1.7σ); High NH₃ (1.7σ) + CO (4.1σ); High NO (4.1σ) + NO₂ (3.2σ)
2022-11-28 05:00:00,Islamabad,549.14,622.89,400.54,174.11,59.13,137.81,14312.74,6.35,5,0,11,Winter,Islamabad_Winter,0,300.21625,337.6995833333333,Hazardous,train,1,mixed,0.293,High SO₂ (2.1σ); High NH₃ (2.4σ) + CO (2.7σ); High NO (3.4σ) + NO₂ (1.3σ)
2022-11-28 06:00:00,Islamabad,601.99,671.08,361.2,235.8,40.53,89.17,14953.61,13.23,6,0,11,Winter,Islamabad_Winter,0,311.99625,350.19458333333336,Hazardous,train,1,vehicular,0.374,High NO (3.0σ) + NO₂ (2.3σ)
2022-11-28 16:00:00,Islamabad,638.21,721.65,529.29,348.21,94.41,166.18,20935.06,0.0,16,0,11,Winter,Islamabad_Winter,0,339.50083333333333,381.90875,Hazardous,train,1,mixed,0.764,High SO₂ (4.1σ); High NH₃ (3.1σ) + CO (4.6σ); High NO (4.7σ) + NO₂ (4.2σ)
2022-11-28 17:00:00,Islamabad,680.94,771.77,493.53,350.95,98.23,176.31,20721.44,0.0,17,0,11,Winter,Islamabad_Winter,0,349.28,393.2654166666667,Hazardous,train,1,mixed,0.792,High SO₂ (4.3σ); High NH₃ (3.4σ) + CO (4.5σ); High NO (4.4σ) + NO₂ (4.3σ)
2022-11-28 18:00:00,Islamabad,670.02,760.71,422.0,334.5,93.46,170.23,19012.45,0.0,18,0,11,Winter,Islamabad_Winter,0,359.8025,405.5433333333333,Hazardous,train,1,mixed,0.718,High SO₂ (4.1σ); High NH₃ (3.2σ) + CO (4.1σ); High NO (3.6σ) + NO₂ (4.0σ)
2022-11-28 19:00:00,Islamabad,615.46,696.77,343.32,307.08,83.92,149.97,16448.97,0.0,19,0,11,Winter,Islamabad_Winter,0,370.2683333333334,417.6895833333333,Hazardous,train,1,mixed,0.562,High SO₂ (3.5σ); High NH₃ (2.7σ) + CO (3.3σ); High NO (2.8σ) + NO₂ (3.5σ)
2022-12-01 16:00:00,Islamabad,681.91,773.22,414.85,285.15,68.66,162.12,17089.84,0.0,16,3,12,Winter,Islamabad_Winter,0,360.2366666666667,410.0925,Hazardous,train,1,mixed,0.545,High SO₂ (2.6σ); High NH₃ (3.0σ) + CO (3.5σ); High NO (3.5σ) + NO₂ (3.2σ)
2022-12-01 17:00:00,Islamabad,773.21,879.24,464.92,312.57,84.88,202.66,19866.94,0.0,17,3,12,Winter,Islamabad_Winter,0,371.34125,422.7054166666667,Hazardous,train,1,mixed,0.745,High SO₂ (3.6σ); High NH₃ (4.1σ) + CO (4.3σ); High NO (4.1σ) + NO₂ (3.6σ)
2022-12-01 18:00:00,Islamabad,792.61,910.52,464.92,329.02,90.6,218.87,20721.44,0.0,18,3,12,Winter,Islamabad_Winter,0,384.545,438.0508333333333,Hazardous,train,1,mixed,0.805,High SO₂ (3.9σ); High NH₃ (4.5σ) + CO (4.5σ); High NO (4.1σ) + NO₂ (3.9σ)
2022-12-01 19:00:00,Islamabad,734.78,854.37,404.12,323.53,83.92,208.74,19226.07,0.0,19,3,12,Winter,Islamabad_Winter,0,397.3883333333333,453.4283333333333,Hazardous,train,1,mixed,0.726,High SO₂ (3.5σ); High NH₃ (4.2σ) + CO (4.1σ); High NO (3.4σ) + NO₂ (3.8σ)
2022-12-01 20:00:00,Islamabad,636.74,753.4,314.71,298.86,70.57,180.36,16235.35,0.0,20,3,12,Winter,Islamabad_Winter,0,407.9045833333333,466.67083333333335,Hazardous,train,1,mixed,0.512,High SO₂ (2.8σ); High NH₃ (3.5σ) + CO (3.3σ); High NO (2.5σ) + NO₂ (3.4σ)
2022-12-05 05:00:00,Islamabad,584.29,673.59,404.12,186.44,85.83,196.58,15167.24,6.35,5,0,12,Winter,Islamabad_Winter,0,339.5808333333333,385.9675,Hazardous,train,1,mixed,0.48,High SO₂ (3.6σ); High NH₃ (3.9σ) + CO (3.0σ); High NO (3.4σ) + NO₂ (1.5σ)
2022-12-05 06:00:00,Islamabad,621.77,705.6,343.32,260.47,81.06,176.31,15167.24,14.84,6,0,12,Winter,Islamabad_Winter,0,355.33375,403.5633333333333,Hazardous,train,1,mixed,0.563,High SO₂ (3.4σ); High NH₃ (3.4σ) + CO (3.0σ); High NO (2.8σ) + NO₂ (2.7σ)
2022-12-16 14:00:00,Islamabad,622.2,709.83,447.03,337.24,80.11,135.78,18798.83,0.0,14,4,12,Winter,Islamabad_Winter,0,348.94416666666666,398.765,Hazardous,train,1,mixed,0.603,High SO₂ (3.3σ); High NH₃ (2.4σ) + CO (4.0σ); High NO (3.9σ) + NO₂ (4.0σ)
2022-12-16 15:00:00,Islamabad,721.68,826.84,486.37,342.73,79.15,143.89,20721.44,0.0,15,4,12,Winter,Islamabad_Winter,0,362.81125,414.44250000000005,Hazardous,train,1,mixed,0.635,High SO₂ (3.2σ); High NH₃ (2.6σ) + CO (4.5σ); High NO (4.3σ) + NO₂ (4.1σ)
2022-12-16 16:00:00,Islamabad,724.76,840.89,404.12,296.12,53.41,115.51,18585.21,0.0,16,4,12,Winter,Islamabad_Winter,0,375.15375,428.8779166666666,Hazardous,train,1,mixed,0.386,High SO₂ (1.8σ); High NH₃ (1.9σ) + CO (3.9σ); High NO (3.4σ) + NO₂ (3.3σ)
2022-12-16 17:00:00,Islamabad,670.2,789.94,311.14,235.8,42.44,104.37,15380.86,0.0,17,4,12,Winter,Islamabad_Winter,0,384.54,440.51,Hazardous,train,1,mixed,0.304,High NH₃ (1.6σ) + CO (3.0σ); High NO (2.5σ) + NO₂ (2.3σ)
2022-12-16 18:00:00,Islamabad,613.26,730.17,253.92,197.41,40.05,102.34,12924.19,0.0,18,4,12,Winter,Islamabad_Winter,0,392.6520833333333,450.9654166666666,Hazardous,train,1,mixed,0.224,High NH₃ (1.5σ) + CO (2.3σ); High NO (1.9σ) + NO₂ (1.7σ)
2022-12-19 05:00:00,Islamabad,595.66,682.56,307.56,143.95,75.34,141.86,12283.33,4.07,5,0,12,Winter,Islamabad_Winter,0,336.2891666666667,388.0175,Hazardous,train,1,mixed,0.451,High SO₂ (3.0σ); High NH₃ (2.5σ) + CO (2.2σ)
2022-12-19 06:00:00,Islamabad,629.8,714.79,286.1,183.7,71.53,133.75,12603.76,9.3,6,0,12,Winter,Islamabad_Winter,0,344.8691666666667,398.1025,Hazardous,train,1,mixed,0.35,High SO₂ (2.8σ); High NH₃ (2.3σ) + CO (2.2σ); High NO (2.2σ) + NO₂ (1.4σ)
2022-12-19 14:00:00,Islamabad,636.84,708.55,318.29,268.7,67.71,116.53,14312.74,0.0,14,0,12,Winter,Islamabad_Winter,0,407.6641666666667,467.23875,Hazardous,train,1,mixed,0.395,High SO₂ (2.6σ); High NH₃ (1.9σ) + CO (2.7σ); High NO (2.5σ) + NO₂ (2.9σ)
2022-12-19 15:00:00,Islamabad,698.17,780.6,357.63,285.15,74.39,139.83,15808.11,0.0,15,0,12,Winter,Islamabad_Winter,0,418.1183333333333,478.65125,Hazardous,train,1,mixed,0.509,High SO₂ (3.0σ); High NH₃ (2.5σ) + CO (3.2σ); High NO (2.9σ) + NO₂ (3.2σ)
2022-12-19 16:00:00,Islamabad,752.91,843.36,364.78,290.63,78.2,156.04,16662.6,0.0,16,0,12,Winter,Islamabad_Winter,0,430.0845833333333,491.20875,Hazardous,train,1,mixed,0.568,High SO₂ (3.2σ); High NH₃ (2.9σ) + CO (3.4σ); High NO (3.0σ) + NO₂ (3.2σ)
2022-12-19 17:00:00,Islamabad,774.54,870.32,332.59,282.41,78.2,162.12,16235.35,0.0,17,0,12,Winter,Islamabad_Winter,0,443.5345833333333,504.9241666666667,Hazardous,train,1,mixed,0.552,High SO₂ (3.2σ); High NH₃ (3.0σ) + CO (3.3σ); High NO (2.7σ) + NO₂ (3.1σ)
2022-12-19 18:00:00,Islamabad,743.32,837.94,275.37,263.21,70.57,149.97,14526.37,0.0,18,0,12,Winter,Islamabad_Winter,0,457.1358333333333,518.6845833333333,Hazardous,train,1,mixed,0.44,High SO₂ (2.8σ); High NH₃ (2.7σ) + CO (2.8σ); High NO (2.1σ) + NO₂ (2.8σ)
2022-12-19 19:00:00,Islamabad,665.88,750.19,205.64,235.8,61.04,125.65,12069.7,0.0,19,0,12,Winter,Islamabad_Winter,0,469.7633333333333,531.4075,Hazardous,train,1,mixed,0.281,High SO₂ (2.2σ); High NH₃ (2.1σ) + CO (2.1σ); High NO (1.4σ) + NO₂ (2.3σ)
2022-12-19 20:00:00,Islamabad,585.87,655.31,137.69,211.12,57.7,102.34,9506.23,0.0,20,0,12,Winter,Islamabad_Winter,0,480.9966666666666,542.5533333333334,Hazardous,train,1,mixed,0.256,High SO₂ (2.0σ); High NH₃ (1.5σ) + CO (1.4σ)
2022-12-19 21:00:00,Islamabad,521.85,579.56,85.83,183.7,53.88,84.1,7476.81,0.0,21,0,12,Winter,Islamabad_Winter,0,490.86416666666673,552.2191666666666,Hazardous,train,1,industrial,0.2,High SO₂ (1.8σ)
2022-12-19 22:00:00,Islamabad,456.49,503.7,42.92,148.06,46.25,66.88,5554.2,0.0,22,0,12,Winter,Islamabad_Winter,0,498.6558333333333,559.6970833333334,Hazardous,train,1,industrial,0.055,High SO₂ (1.4σ)
2022-12-19 23:00:00,Islamabad,413.3,453.67,18.78,119.27,36.24,55.22,4379.27,0.1,23,0,12,Winter,Islamabad_Winter,0,504.5508333333333,565.17375,Hazardous,train,1,general_smog,0.451,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=413 µg/m³
2022-12-20 00:00:00,Islamabad,390.53,427.81,11.29,101.45,28.85,50.66,3898.62,0.27,0,1,12,Winter,Islamabad_Winter,0,509.0345833333333,569.1541666666667,Hazardous,train,1,general_smog,0.452,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=391 µg/m³
2022-12-20 01:00:00,Islamabad,377.13,414.09,14.75,89.11,24.56,48.13,3791.81,0.17,1,1,12,Winter,Islamabad_Winter,0,512.1425,571.71375,Hazardous,train,1,general_smog,0.451,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=377 µg/m³
2022-12-20 02:00:00,Islamabad,393.67,437.79,50.51,85.68,26.7,57.25,4753.11,0.0,2,1,12,Winter,Islamabad_Winter,0,513.6391666666667,572.7179166666666,Hazardous,train,1,general_smog,0.444,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=394 µg/m³
2022-12-20 03:00:00,Islamabad,437.8,494.35,126.96,95.96,34.33,74.98,6835.94,0.12,3,1,12,Winter,Islamabad_Winter,0,513.7970833333333,572.5470833333333,Hazardous,train,1,general_smog,0.435,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=438 µg/m³
2022-12-20 04:00:00,Islamabad,463.52,526.65,171.66,109.67,41.01,87.14,8224.49,2.32,4,1,12,Winter,Islamabad_Winter,0,511.49625,569.685,Hazardous,train,1,general_smog,0.432,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=464 µg/m³
2022-12-20 05:00:00,Islamabad,480.0,544.19,191.33,122.01,42.92,90.18,8865.36,6.97,5,1,12,Winter,Islamabad_Winter,0,506.6770833333333,563.9195833333333,Hazardous,train,1,general_smog,0.433,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=480 µg/m³
2022-12-20 06:00:00,Islamabad,449.98,506.72,150.2,138.46,32.9,67.89,8010.86,15.91,6,1,12,Winter,Islamabad_Winter,0,499.1845833333333,555.25,Hazardous,train,1,general_smog,0.437,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=450 µg/m³
2022-12-21 05:00:00,Islamabad,573.66,668.59,375.51,156.28,71.53,168.2,13885.5,4.87,5,2,12,Winter,Islamabad_Winter,0,348.2695833333334,395.22875,Hazardous,train,1,mixed,0.474,High SO₂ (2.8σ); High NH₃ (3.2σ) + CO (2.6σ)
2022-12-21 06:00:00,Islamabad,637.67,730.75,371.93,213.86,68.66,156.04,15167.24,10.55,6,2,12,Winter,Islamabad_Winter,0,356.09,404.5633333333333,Hazardous,train,1,mixed,0.431,High SO₂ (2.6σ); High NH₃ (2.9σ) + CO (3.0σ); High NO (3.1σ) + NO₂ (2.0σ)
2022-12-23 00:00:00,Islamabad,490.39,554.05,71.53,157.65,34.33,93.22,6835.94,0.0,0,4,12,Winter,Islamabad_Winter,0,389.3654166666666,445.4570833333334,Hazardous,train,1,general_smog,0.435,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=490 µg/m³
2022-12-23 01:00:00,Islamabad,541.21,620.76,86.72,178.22,40.53,112.47,8010.86,0.0,1,4,12,Winter,Islamabad_Winter,0,400.73583333333335,458.37958333333336,Hazardous,train,1,general_smog,0.427,Fine-particle smog (PM10/PM2.5=1.1); PM2.5=541 µg/m³
2022-12-23 02:00:00,Islamabad,574.59,670.81,132.32,183.7,42.92,123.62,9399.41,0.0,2,4,12,Winter,Islamabad_Winter,0,412.2825,471.805,Hazardous,train,1,crop_burning,0.045,High NH₃ (2.1σ) + CO (1.3σ)
2022-12-23 03:00:00,Islamabad,588.9,692.4,225.31,178.22,38.62,107.41,11535.64,0.07,3,4,12,Winter,Islamabad_Winter,0,421.23,482.31166666666667,Hazardous,train,1,mixed,0.205,High NH₃ (1.7σ) + CO (1.9σ); High NO (1.6σ) + NO₂ (1.4σ)
2022-12-23 15:00:00,Islamabad,606.25,697.46,457.76,257.73,70.57,127.67,16876.22,0.0,15,4,12,Winter,Islamabad_Winter,0,428.3420833333334,491.8075,Hazardous,train,1,mixed,0.441,High SO₂ (2.8σ); High NH₃ (2.2σ) + CO (3.5σ); High NO (4.0σ) + NO₂ (2.7σ)
2022-12-23 16:00:00,Islamabad,678.23,786.68,464.92,271.44,78.2,154.02,18157.96,0.0,16,4,12,Winter,Islamabad_Winter,0,432.6254166666667,497.17125,Hazardous,train,1,mixed,0.551,High SO₂ (3.2σ); High NH₃ (2.8σ) + CO (3.8σ); High NO (4.1σ) + NO₂ (2.9σ)
2022-12-23 17:00:00,Islamabad,720.44,841.58,443.46,268.7,82.02,174.28,18157.96,0.0,17,4,12,Winter,Islamabad_Winter,0,438.3929166666667,504.34083333333336,Hazardous,train,1,mixed,0.607,High SO₂ (3.4σ); High NH₃ (3.3σ) + CO (3.8σ); High NO (3.8σ) + NO₂ (2.9σ)
2022-12-23 18:00:00,Islamabad,724.84,851.1,407.7,252.25,80.11,182.39,17517.09,0.0,18,4,12,Winter,Islamabad_Winter,0,445.8270833333333,513.4908333333334,Hazardous,train,1,mixed,0.591,High SO₂ (3.3σ); High NH₃ (3.6σ) + CO (3.6σ); High NO (3.5σ) + NO₂ (2.6σ)
2022-12-23 19:00:00,Islamabad,669.61,793.59,339.75,216.6,65.8,160.1,15380.86,0.0,19,4,12,Winter,Islamabad_Winter,0,453.6879166666667,523.4879166666667,Hazardous,train,1,mixed,0.425,High SO₂ (2.5σ); High NH₃ (3.0σ) + CO (3.0σ); High NO (2.8σ) + NO₂ (2.0σ)
2022-12-23 20:00:00,Islamabad,576.97,693.62,239.61,174.11,45.3,119.57,12069.7,0.0,20,4,12,Winter,Islamabad_Winter,0,459.41125000000005,531.5104166666666,Hazardous,train,1,mixed,0.18,High SO₂ (1.3σ); High NH₃ (2.0σ) + CO (2.1σ); High NO (1.7σ) + NO₂ (1.3σ)
2022-12-28 05:00:00,Islamabad,485.03,576.6,339.75,148.06,61.99,151.99,12283.33,5.41,5,2,12,Winter,Islamabad_Winter,0,192.765,225.64625,Hazardous,train,1,mixed,0.359,High SO₂ (2.3σ); High NH₃ (2.8σ) + CO (2.2σ)
